0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
0.00534995	0.00189322	-0.00302684
